Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-031086,2020-07,07/13/2020 09:22,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,4430,N 20TH ST,66, , ,4430,20TH,903756,1032752
20-030599,2020-07,07/13/2020 09:30,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3865,GRAVOIS AVE,15, ,ALDI,3865,GRAVOIS,891583.8,1004871
20-030689,2020-07,07/13/2020 09:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4721,TENNESSEE AVE,16, , ,4721,TENNESSEE,891963.6,997797.8
20-030613,2020-07,07/13/2020 09:30,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,N 4TH ST / WASHINGTON AVE,35, , , , ,909581.6,1018292
20-030760,2020-07,07/13/2020 10:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2200,LOCUST ST,36, , ,2200,LOCUST,902735.4,1019548
20-030612,2020-07,07/13/2020 11:10,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5765,THEODORE AVE,72, ,VICTIMS RESIDENCE,5765,THEODORE,890452.3,1044015
20-033863,2020-07,07/13/2020 11:55,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",2423,S 13TH ST,21, , ,2423,13TH,902166.8,1008780
20-033511,2020-07,07/13/2020 12:00,Y, , ,1, , 65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,1048,HAMPTON,0,0
20-031107,2020-07,07/13/2020 12:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8200,HALL ST,79, , ,8200,HALL,897998.5,1048599
20-030673,2020-07,07/13/2020 12:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3446,LAWN AVE,14, ,BACK ALLEY,3446,LAWN,885419.9,1006064
20-030628,2020-07,07/13/2020 12:20,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,BLAINE AVE / TOWER GROVE AVE,28, , , , ,890064.3,1014900
20-030650,2020-07,07/13/2020 12:32,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8815,N BROADWAY,74, , ,8815,BROADWAY,897615.1,1052696
20-030631,2020-07,07/13/2020 12:36,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / MAGNOLIA AVE,25, , , , ,894131.7,1009779
20-030663,2020-07,07/13/2020 12:55,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3237,S GRAND BLVD,15,PHILLIPS 66, ,3817,FAIRVIEW,893577.8,1006688
20-030644,2020-07,07/13/2020 13:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3433,GILES AVE,15, , ,3433,GILES,892702.9,1005712
20-030726,2020-07,07/13/2020 13:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4018,HYDRAULIC AVE,16, , ,4018,HYDRAULIC,891465.5,1002031
20-031185,2020-07,07/13/2020 13:26,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,245,UNION BLVD,47, , ,245,UNION,884322.6,1024279
20-031041,2020-07,07/13/2020 13:30,Y, , ,1, , 65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,1020,LOUGHBOROUGH,0,0
20-030647,2020-07,07/13/2020 13:35,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1129,ST CHARLES ST,35, , ,409,11TH,907005.8,1018860
20-030642,2020-07,07/13/2020 13:45,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,4017,GRAVOIS AVE,15, , ,4017,GRAVOIS,890556,1004002
20-030850,2020-07,07/13/2020 14:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,2951,DELMAR BLVD,37, , ,2951,DELMAR,899954.4,1021469
20-030774,2020-07,07/13/2020 14:00,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2514,WHITTIER ST,57, , ,2514,WHITTIER,895788.9,1028531
20-033185,2020-07,07/13/2020 14:05,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4907,WEST PINE BLVD,38, ,APT 113,4907,WEST PINE,888128.6,1022750
20-030653,2020-07,07/13/2020 14:14,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,2315,S KINGSHIGHWAY BLVD,13,WALGREEN, ,2315,KINGSHIGHWAY,886595.3,1011915
20-030710,2020-07,07/13/2020 15:00,Y, , ,1, , 92000,3,SIMPLE ASSAULT-HARRASSMENT,3724,NEBRASKA AVE,19, , ,3724,NEBRASKA,896456.5,1003037
20-030717,2020-07,07/13/2020 15:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,2912,ARSENAL ST,30, , ,916,OLIVE,896988.1,1007652
20-030717,2020-07,07/13/2020 15:00,Y, , ,1, , 42011,3,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,2912,ARSENAL ST,30, , ,916,OLIVE,896988.1,1007652
20-030691,2020-07,07/13/2020 15:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,FOREST PARK PKWY / N SKINKER B,46, , ,4014,UNION,877121.3,1025345
20-030658,2020-07,07/13/2020 15:10,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3528,N TAYLOR AVE,56, , ,4467,LEXINGTON,894419.6,1032755
20-030667,2020-07,07/13/2020 15:15,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,2912,ARSENAL ST,30,ST. LAZARE HOUSE, ,2912,ARSENAL,896988.1,1007652
20-030662,2020-07,07/13/2020 15:50,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,1411,N GRAND BLVD,59, ,METRO PCS,1411,GRAND,898251.2,1024540
20-030734,2020-07,07/13/2020 16:10,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",12,S EUCLID AVE,38, , ,12,EUCLID,888203.6,1021941
20-030682,2020-07,07/13/2020 16:32,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3841,S COMPTON AVE,16, , ,3841,COMPTON,894841.1,1002465
20-030686,2020-07,07/13/2020 16:42,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3021,PESTALOZZI ST,25, , ,3021,PESTALOZZI,896696.8,1008741
20-030767,2020-07,07/13/2020 17:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5536,PERSHING AVE,47, , ,5536,PERSHING,883159.8,1024767
20-030833,2020-07,07/13/2020 17:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3511,N TAYLOR AVE,56, ,RESIDENCE,3511,TAYLOR,894170.8,1032676
20-030698,2020-07,07/13/2020 17:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,7339,GRAVOIS AVE,88,WALGREENS, ,7339,GRAVOIS,878828.2,994423.4
20-031189,2020-07,07/13/2020 17:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3941,MERAMEC ST,16, , ,3941,MERAMEC,891021.9,1002073
20-030791,2020-07,07/13/2020 17:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3909,N 25TH ST,65, , ,3909,25TH,903203.2,1029733
20-030690,2020-07,07/13/2020 17:20,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,CALIFORNIA AVE / PESTALOZZI ST,30, , , , ,897952.8,1008329
20-030695,2020-07,07/13/2020 17:29,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3963,OLIVE ST,38, ,UNIT A,3963,OLIVE,894263.8,1022804
20-030701,2020-07,07/13/2020 17:33,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,335,N MEMORIAL DR,35, , , , ,909532.3,1016788
20-030699,2020-07,07/13/2020 17:35,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3983,GRATIOT ST,39, , ,3983,GRATIOT,892598.8,1018425
20-030702,2020-07,07/13/2020 18:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,2203,MARCONI AVE,12, , , , ,885096.8,1012686
20-030711,2020-07,07/13/2020 18:15,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1000,WASHINGTON AVE,35, ,APT 115,1000,WASHINGTON,907483,1018737
20-030718,2020-07,07/13/2020 18:21,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,4752,S BROADWAY,17, , ,4700,BROADWAY,895587.3,996222.8
20-030705,2020-07,07/13/2020 18:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,205,N 9TH ST,35, ,@MARK TWAIN HOTEL,205,9TH,907619.9,1017799
20-030705,2020-07,07/13/2020 18:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,205,N 9TH ST,35, ,@MARK TWAIN HOTEL,205,9TH,907619.9,1017799
20-030716,2020-07,07/13/2020 18:33,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,DUNNICA AVE / S SPRING AVE,16, , , , ,892151.9,1003010
20-030789,2020-07,07/13/2020 19:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3938,ALBERTA ST,16, , ,3938,ALBERTA,890995.1,1002260
20-030910,2020-07,07/13/2020 19:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,7055,MITCHELL AVE,43, , ,7055,MITCHELL,874555.1,1015767
20-030720,2020-07,07/13/2020 19:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3225,ITASKA ST,16, , ,3225,ITASKA,893800.5,997140.5
20-030824,2020-07,07/13/2020 19:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 8TH ST / LOCUST ST,35, , , , ,908188.5,1018183
20-030713,2020-07,07/13/2020 19:13,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / SWITZER AVE,86, , ,7816,BROADWAY,897208.8,1045886
20-030847,2020-07,07/13/2020 19:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4159,LABADIE AVE,56, , , , ,896803.7,1029848
20-030729,2020-07,07/13/2020 19:49,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5814,NATURAL BRIDGE AVE,50, , , , ,885331.1,1038727
20-030729,2020-07,07/13/2020 19:49,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,5814,NATURAL BRIDGE AVE,50, , , , ,885331.1,1038727
20-030797,2020-07,07/13/2020 20:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5317,S KINGSHIGHWAY BLVD,7, , ,5317,KINGSHIGHWAY,883353.3,1000578
20-030766,2020-07,07/13/2020 20:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,3311,FRANKLIN AVE,77, , ,3311,FRANKLIN,898673.6,1022154
20-030773,2020-07,07/13/2020 20:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 6TH ST / OLIVE ST,35, , , , ,908728.6,1017711
20-030805,2020-07,07/13/2020 20:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1800,N 18TH ST,60, , ,1800,18TH,906079.9,1023953
20-030733,2020-07,07/13/2020 20:12,Y, , ,1, , 10000,4,HOMICIDE,300,N GRAND BLVD,77, , , , ,896676.7,1021059
20-030733,2020-07,07/13/2020 20:12,Y, , ,1, , 10000,4,HOMICIDE,300,N GRAND BLVD,77, , , , ,896676.7,1021059
20-030724,2020-07,07/13/2020 20:15,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,W FLORISSANT AVE / I 70 EASTBO,69, , , , ,897988.4,1037636
20-030874,2020-07,07/13/2020 20:30,Y, , ,1, , 64701,0,LARCENY-FROM MTR VEH UNDER $500,0,UNKNOWN,0, , , , ,0,0
20-030732,2020-07,07/13/2020 20:30,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,PARK - CARONDELET,80, ,@PARK - CARONDELET, , ,887492.8,993752.6
20-030786,2020-07,07/13/2020 20:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 6TH ST / OLIVE ST,35, , , , ,908728.6,1017711
20-030730,2020-07,07/13/2020 20:39,Y, , ,1, ,151140,6,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,5651,ACME AVE,76, , ,5651,ACME,889331.3,1047860
20-030920,2020-07,07/13/2020 21:00,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,6060,MCPHERSON AVE,46, , , , ,878332.3,1026024
20-030814,2020-07,07/13/2020 21:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4404,MORGANFORD RD,5, , ,4404,MORGANFORD,887521.8,1003116
20-030863,2020-07,07/13/2020 21:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,2111,SULPHUR AVE,11, , ,2111,SULPHUR,880747,1013760
20-030770,2020-07,07/13/2020 21:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,515,OLIVE ST,35, , ,515,OLIVE,908839.4,1017725
20-030785,2020-07,07/13/2020 21:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1910,WASHINGTON AVE,36, , ,1910,WASHINGTON,903930.3,1019669
20-030788,2020-07,07/13/2020 21:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4640,GRAVOIS AVE,5, , ,4640,GRAVOIS,887514.8,1001191
20-030836,2020-07,07/13/2020 22:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,265,UNION BLVD,47, , ,265,UNION,884536.7,1024563
20-030753,2020-07,07/13/2020 22:00,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,2252,S JEFFERSON AVE,23, , ,2252,JEFFERSON,899680.3,1010515
20-030794,2020-07,07/13/2020 22:12,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,515,OLIVE ST,35, ,@MILLENNIUM CENTER,515,OLIVE,908839.4,1017725
20-030735,2020-07,07/13/2020 22:18,Y, , ,1, , 69703,6,LARCENY-ALL OTH/FRM PRSN/UNDER $500,0,N BROADWAY / E TAYLOR AVE,79, , , , ,899958.6,1038855
20-030815,2020-07,07/13/2020 22:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5760,VIVIAN AVE,73, , ,4014,UNION,891960.1,1047147
20-030739,2020-07,07/13/2020 22:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,MCCAUSLAND AVE / SOUTHWEST AVE,10, , , , ,874637.7,1012039
20-030742,2020-07,07/13/2020 22:36,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
20-030736,2020-07,07/13/2020 22:47,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,0,N GRAND BLVD / PAGE BLVD,77, , , , ,898094.5,1024134
20-030737,2020-07,07/13/2020 22:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,E GRAND/ I70 WESTBOUND,79, ,ONRAMP TO I 70 WESTBOUND FROM GRAND, , ,900410.6,1038048
20-030740,2020-07,07/13/2020 22:51,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,HIGHLAND AVE / HODIAMONT AVE,50, , , , ,882215.1,1036016
20-030825,2020-07,07/13/2020 23:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4467,CLARENCE AVE,68, , ,4467,CLARENCE,897870.1,1035965
20-030843,2020-07,07/13/2020 23:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1510,OFALLON ST,61, , ,1510,OFALLON,906412.4,1021783
20-030856,2020-07,07/13/2020 23:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1108,HADLEY ST,62, , ,1108,HADLEY,907552.3,1020622
20-030844,2020-07,07/13/2020 23:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1207,N LEONARD AVE,77, , ,1207,LEONARD,898774.6,1023662
20-030751,2020-07,07/13/2020 23:40,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1245,WASHINGTON AVE,36, , ,1245,WASHINGTON,906648.9,1019131
20-030745,2020-07,07/13/2020 23:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,891,GUSTAV AVE,74, , ,891,GUSTAV,896577.8,1052469
20-031372,2020-07,07/14/2020 00:01,Y, , ,1, , 92000,3,SIMPLE ASSAULT-HARRASSMENT,2112,RUSSELL BLVD,23, , ,2112,RUSSELL,901073.7,1011134
20-030743,2020-07,07/14/2020 00:02,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,DR MARTIN LUTHER KING DR / UNI,51, , , , ,886534.3,1031322
20-030756,2020-07,07/14/2020 00:18,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8115,WATER ST,2, ,CITY STREET,8115,WATER,888365.8,986653.4
20-030756,2020-07,07/14/2020 00:18,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8115,WATER ST,2, ,CITY STREET,8115,WATER,888365.8,986653.4
20-030756,2020-07,07/14/2020 00:18,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8115,WATER ST,2, ,CITY STREET,8115,WATER,888365.8,986653.4
20-030756,2020-07,07/14/2020 00:18,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8115,WATER ST,2, ,CITY STREET,8115,WATER,888365.8,986653.4
20-030756,2020-07,07/14/2020 00:18,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8115,WATER ST,2, ,CITY STREET,8115,WATER,888365.8,986653.4
20-030757,2020-07,07/14/2020 00:20,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8216,VULCAN ST,2, , ,8216,VULCAN,888528.4,986001.3
20-030757,2020-07,07/14/2020 00:20,Y, , ,1, , 41021,1,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,8216,VULCAN ST,2, , ,8216,VULCAN,888528.4,986001.3
20-030757,2020-07,07/14/2020 00:20,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8216,VULCAN ST,2, , ,8216,VULCAN,888528.4,986001.3
20-030752,2020-07,07/14/2020 00:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5437,GOODFELLOW BLVD,76, , , , ,888931.4,1046689
20-030748,2020-07,07/14/2020 00:25,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,N 13TH ST / LUCAS AVE,36, , , , ,906443.8,1019367
20-031027,2020-07,07/14/2020 00:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2800,N FLORISSANT AVE,63,SHELL,GAS STATION,2800,FLORISSANT,905960.9,1025983
20-030830,2020-07,07/14/2020 01:00,Y, , ,1, , 73413,1,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,5223,NEOSHO ST,7, , ,5223,NEOSHO,882707.5,1001941
20-030754,2020-07,07/14/2020 01:15,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4828,CALVIN AVE,69, , ,5003,NATURAL BRIDGE,894053.8,1037142
20-030759,2020-07,07/14/2020 01:29,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,300,N 4TH ST,35, , , , ,909633.8,1017651
20-030755,2020-07,07/14/2020 01:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,2858,GLASGOW AVE,59, , ,2858,GLASGOW,901202,1027420
20-030762,2020-07,07/14/2020 01:56,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,4723,HAMPTON AVE,8, ,CALVERTS EXPRESS,4723,HAMPTON,879432.9,1002708
20-031076,2020-07,07/14/2020 02:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3662,ILLINOIS AVE,18, , , , ,899482.9,1002907
20-030761,2020-07,07/14/2020 02:35,Y, , ,1, , 31112,3,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,3725,MINNESOTA AVE,19,STREET, ,3725,MINNESOTA,895617.9,1003176
20-030917,2020-07,07/14/2020 02:45,Y, , ,1, , 51222,2,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,3637,PHILLIPS PL,15, , ,3637,PHILLIPS,892887.4,1003657
20-030763,2020-07,07/14/2020 03:00,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2810,N 9TH ST,64, ,@HOTEL- DAYS INN,2810,9TH,908176.4,1026937
20-030764,2020-07,07/14/2020 03:28,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2100,GRAVOIS AVE,22, ,@HODAKS,2100,GRAVOIS,900627.4,1009753
20-030811,2020-07,07/14/2020 03:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,BLAIR AVE / CHAMBERS ST,63, , , , ,907139.1,1023763
20-030765,2020-07,07/14/2020 03:45,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,S BROADWAY / WALNUT ST,35, , , , ,908646.5,1016474
20-030769,2020-07,07/14/2020 05:25,Y, , ,1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,5819,JULIAN AVE,48, ,REAR,5819,JULIAN,881741.1,1031457
20-030769,2020-07,07/14/2020 05:25, , , ,-1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,5819,JULIAN AVE,48, ,REAR,5819,JULIAN,881741.1,1031457
20-030915,2020-07,07/14/2020 05:30,Y, , ,1, , 51112,4,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2914,BARRETT ST,67, , ,2914,BARRETT,902220.1,1029695
20-030771,2020-07,07/14/2020 05:50,Y, , ,1, , 42014,5,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,5835,SELBER CT,50, , ,5835,SELBER,885052.8,1037952
20-030960,2020-07,07/14/2020 05:53,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1015,N 7TH ST,35, , ,1015,7TH,908976.6,1019909
20-030778,2020-07,07/14/2020 06:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5600,DEWEY AVE,3, ,APT # 2,5600,DEWEY,889522.9,996495.1
20-030775,2020-07,07/14/2020 06:00,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,3147,CHEROKEE ST,19, ,REAR ALLEY,3147,CHEROKEE,895569.9,1005567
20-030834,2020-07,07/14/2020 06:40,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2102,STANSBURY ST,18, , ,2102,STANSBURY,899226.1,1002478
20-031535,2020-07,07/14/2020 07:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,6318,PENNSYLVANIA AVE,1, , ,6318,PENNSYLVANIA,892121.8,991665.4
20-030779,2020-07,07/14/2020 07:38,Y, , ,1, ,151140,6,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,5937,LUCILLE AVE,76, , ,5937,LUCILLE,890576.5,1045466
20-030777,2020-07,07/14/2020 07:44,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / FREMONT ST,74, , , , ,897691.5,1052473
20-031079,2020-07,07/14/2020 08:00,Y, , ,1, ,117000,5,FAILURE TO RETURN BORROWED/RENTED VEHICL,956,HAMILTON AVE,48, , ,956,HAMILTON,880401.1,1029594
20-030799,2020-07,07/14/2020 08:00,Y, , ,1, , 51112,4,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2510,BLAIR AVE,63, , , , ,906549.8,1025296
20-030801,2020-07,07/14/2020 08:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
20-031291,2020-07,07/14/2020 09:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3904,LOUGHBOROUGH AVE,4, , ,3904,LOUGHBOROUGH,886045.7,993519.3
20-030817,2020-07,07/14/2020 09:00,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3617,RUSSELL AVE,27, ,APT D,3617,RUSSELL,894304.4,1012422
20-030803,2020-07,07/14/2020 09:18,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4130,LINDELL BLVD,38, , ,4130,LINDELL,892472.1,1021895
20-030804,2020-07,07/14/2020 09:20,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5604,GRAVOIS AVE,5, , , , ,885345.8,999210.5
20-031966,2020-07,07/14/2020 09:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3952,PENNSYLVANIA,59, , ,919,JEFFERSON,902219.7,1021301
20-030807,2020-07,07/14/2020 09:30,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1300,MARKET ST,36,OLD MUNICIPAL COURT, ,1300,MARKET,906009.7,1017598
20-030806,2020-07,07/14/2020 09:50,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,MCREE AVE / S VANDEVENTER AVE,28, , , , ,889262.4,1014636
20-031565,2020-07,07/14/2020 10:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1125,N COMPTON AVE,77, , ,1125,COMPTON,898628.4,1023257
20-031180,2020-07,07/14/2020 10:30,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,4510,S COMPTON AVE,17, , ,4510,COMPTON,894335,998159.5
